id,resume_text,category,group_id
9716,"responsibilities: transformer, aws, text-to-image. achievements: designed metric-driven experiments and tracked results. involved in open-source. core skills: aws, visualization, transformer, experiment. recent work includes fine-tuned generative models and evaluated outputs qualitatively. involved in internship. core skills: text-to-image, transformer, visualization, experiment. recent work includes built scalable data pipelines with retries and monitoring. core skills: experiment, sql. recent work includes designed metric-driven experiments and tracked results.",Generative AI,416
2153,"responsibilities: cloud, experiment, serving, latency. achievements: deployed services as containers with ci/cd. contributed to optimized inference latency via quantization and batching and owned cloud, model registry, latency. worked on serving, latency. delivered: optimized inference latency via quantization and batching.",ML Engineer,153
4920,"Worked on api, python. Delivered: created dashboards to surface business KPIs. Responsibilities: data warehousing, data warehousing, python. Achievements: created dashboards to surface business KPIs.",Data Engineer,220
5360,"Worked on data warehousing, docker. Delivered: built scalable data pipelines with retries and monitoring. Contributed to managed streaming pipelines and schema evolution and owned docker, data warehousing, api, pandas. Core skills: api, cloud, docker, pandas. Recent work includes built scalable data pipelines with retries and monitoring. Contributed to managed streaming pipelines and schema evolution and owned cloud, docker, data warehousing.",Data Engineer,260
9735,"Contributed to fine-tuned generative models and evaluated outputs qualitatively and owned pipeline, sql. Responsibilities: pipeline, sql, diffusion, visualization. Achievements: fine-tuned generative models and evaluated outputs qualitatively. Responsibilities: diffusion, visualization, pipeline. Achievements: deployed services as containers with CI/CD. Responsibilities: diffusion, pipeline, visualization. Achievements: fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,435
5957,"Data Engineer — experience building ML & data products. responsibilities: pipeline, api. achievements: created dashboards to surface business kpis. worked on monitoring, schema, api, testing. delivered: designed etl jobs and partitioning for low-latency queries. mentored junior engineers and contributed to open-source tooling. responsibilities: monitoring, testing, api. achievements: implemented model evaluation and automated tests.",Data Engineer,257
8411,"Responsibilities: aws, experiment, gcp, python. Achievements: built scalable data pipelines with retries and monitoring. Contributed to built scalable data pipelines with retries and monitoring and owned schema, experiment. Worked on experiment, aws. Delivered: built scalable data pipelines with retries and monitoring.",Generative AI,411
8432,"Generative AI — experience building ML & data products. Contributed to implemented model evaluation and automated tests and owned pipeline, diffusion, scikit-learn. Collaborated closely with product and platform teams to define SLAs. Worked on python, sql. Delivered: domain-specific tuning.",Generative AI,432
3183,"Contributed to implemented model evaluation and automated tests and owned monitoring, api. Core skills: api, cloud, feature engineering. Recent work includes deployed services as containers with CI/CD. Worked on feature engineering, tensorflow, cloud, api. Delivered: deployed services as containers with CI/CD. Responsibilities: latency, cloud, monitoring. Achievements: deployed services as containers with CI/CD.",ML Engineer,183
6792,"AI Researcher — experience building ML & data products. Responsibilities: docker, cloud. Achievements: designed metric-driven experiments and tracked results. Collaborated closely with product and platform teams to define SLAs. Responsibilities: visualization, theory. Achievements: designed metric-driven experiments and tracked results.",AI Researcher,392
3199,"Responsibilities: monitoring, python. Achievements: built scalable data pipelines with retries and monitoring. Responsibilities: sql, monitoring. Achievements: built scalable data pipelines with retries and monitoring. Focused on robust monitoring, logging, and reproducibility. Worked on python, experiment, monitoring, sql. Delivered: productionized model serving with autoscaling and caching.",ML Engineer,199
9369,"Worked on etl, aws, cloud. Delivered: fine-tuned generative models and evaluated outputs qualitatively. Worked on aws, etl. Delivered: designed metric-driven experiments and tracked results. Responsibilities: cloud, aws, etl. Achievements: fine-tuned generative models and evaluated outputs qualitatively. Responsibilities: cloud, etl, aws. Achievements: fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,469
